Metric,Timestamp,Label,SR,Rate,GR,Load
offline,75,0,97656.0,25.0,0.4552895,270.0
offline,76,0,97656.0,25.0,-0.8253244,270.0
offline,77,0,97656.0,25.0,0.7529172,270.0
offline,78,0,97656.0,25.0,-0.5998701,270.0
offline,79,0,97656.0,25.0,-0.09404081,270.0
offline,80,0,97656.0,25.0,-0.4281429,270.0
offline,81,0,97656.0,25.0,-0.04281183,270.0
offline,82,0,97656.0,25.0,-0.5734988,270.0
offline,83,0,97656.0,25.0,0.08794945,270.0
offline,84,0,97656.0,25.0,0.1889184,270.0
offline,85,0,97656.0,25.0,-0.420784,270.0
offline,86,0,97656.0,25.0,-0.3986336,270.0
offline,87,0,97656.0,25.0,-1.232314,270.0
offline,88,0,97656.0,25.0,1.035667,270.0
offline,89,0,97656.0,25.0,0.5401871,270.0
offline,90,0,97656.0,25.0,0.139966,270.0
offline,91,0,97656.0,25.0,0.2061465,270.0
offline,92,0,97656.0,25.0,-0.3613717,270.0
offline,93,0,97656.0,25.0,-0.657092,270.0
offline,94,0,97656.0,25.0,-0.2537699,270.0
offline,95,0,97656.0,25.0,0.05623744,270.0
offline,96,0,97656.0,25.0,0.4808978,270.0
offline,97,0,97656.0,25.0,0.6000424,270.0
offline,98,0,97656.0,25.0,0.3576923,270.0
offline,99,0,97656.0,25.0,-0.6083242,270.0
offline,100,0,97656.0,25.0,-0.3550342,270.0
offline,101,0,97656.0,25.0,1.182697,270.0
offline,102,0,97656.0,25.0,1.235439,270.0
offline,103,0,97656.0,25.0,1.155439,270.0
offline,104,0,97656.0,25.0,0.03796335,270.0
offline,105,0,97656.0,25.0,-0.4873583,270.0
offline,106,0,97656.0,25.0,-1.319574,270.0
offline,107,0,97656.0,25.0,-0.9990575,270.0
offline,108,0,97656.0,25.0,-0.1826794,270.0
offline,109,0,97656.0,25.0,-0.1913057,270.0
offline,110,0,97656.0,25.0,-0.07836325,270.0
offline,111,0,97656.0,25.0,-0.7913605,270.0
offline,112,0,97656.0,25.0,-2.074915,270.0
offline,113,0,97656.0,25.0,-0.7160121,270.0
offline,114,0,97656.0,25.0,-0.3699981,270.0
offline,115,0,97656.0,25.0,0.5749509,270.0
offline,116,0,97656.0,25.0,0.08172272,270.0
offline,117,0,97656.0,25.0,0.4904717,270.0
offline,118,0,97656.0,25.0,-0.06886318,270.0
offline,119,0,97656.0,25.0,-1.304598,270.0
offline,120,0,97656.0,25.0,0.1896937,270.0
offline,121,0,97656.0,25.0,-0.07620973,270.0
offline,122,0,97656.0,25.0,0.4975475,270.0
offline,123,0,97656.0,25.0,0.2561203,270.0
offline,124,0,97656.0,25.0,0.3529792,270.0
offline,125,0,97656.0,25.0,0.1005998,270.0
offline,126,0,97656.0,25.0,-0.1077125,270.0
offline,127,0,97656.0,25.0,-1.233975,270.0
offline,128,0,97656.0,25.0,-1.200552,270.0
offline,129,0,97656.0,25.0,-0.4580829,270.0
offline,130,0,97656.0,25.0,-0.4506009,270.0
offline,131,0,97656.0,25.0,-1.093837,270.0
offline,132,0,97656.0,25.0,-0.265325,270.0
offline,133,0,97656.0,25.0,-0.8132279,270.0
offline,134,0,97656.0,25.0,-0.00563605,270.0
offline,135,0,97656.0,25.0,0.1713458,270.0
offline,136,0,97656.0,25.0,0.5367168,270.0
offline,137,0,97656.0,25.0,1.31902,270.0
offline,138,0,97656.0,25.0,2.060087,270.0
offline,139,0,97656.0,25.0,0.8717664,270.0
offline,140,0,97656.0,25.0,0.7598823,270.0
offline,141,0,97656.0,25.0,0.6555169,270.0
offline,142,0,97656.0,25.0,-1.054926,270.0
offline,143,0,97656.0,25.0,-1.043272,270.0
offline,144,0,97656.0,25.0,-0.3194951,270.0
offline,145,0,97656.0,25.0,-0.820882,270.0
offline,146,0,97656.0,25.0,-0.02725732,270.0
offline,147,0,97656.0,25.0,-0.5119453,270.0
offline,148,0,97656.0,25.0,-0.4969323,270.0
offline,149,0,97656.0,25.0,-0.9635061,270.0
offline,150,0,97656.0,25.0,-0.06135665,270.0
offline,151,0,97656.0,25.0,-0.2057404,270.0
offline,152,0,97656.0,25.0,0.08078749,270.0
offline,153,0,97656.0,25.0,0.1195138,270.0
offline,154,0,97656.0,25.0,1.599666,270.0
offline,155,0,97656.0,25.0,0.2927669,270.0
offline,156,0,97656.0,25.0,-0.1498599,270.0
offline,157,0,97656.0,25.0,0.8411497,270.0
offline,158,0,97656.0,25.0,0.3942528,270.0
offline,159,0,97656.0,25.0,0.2586184,270.0
offline,160,0,97656.0,25.0,1.083623,270.0
offline,161,0,97656.0,25.0,1.377079,270.0
offline,162,0,97656.0,25.0,-0.02889398,270.0
offline,163,0,97656.0,25.0,0.6524035,270.0
offline,164,0,97656.0,25.0,0.4582182,270.0
offline,165,0,97656.0,25.0,0.1719487,270.0
offline,166,0,97656.0,25.0,0.1380094,270.0
offline,167,0,97656.0,25.0,0.7041124,270.0
offline,168,0,97656.0,25.0,0.2475678,270.0
offline,169,0,97656.0,25.0,-0.7281456,270.0
offline,170,0,97656.0,25.0,0.1096692,270.0
offline,171,0,97656.0,25.0,-0.2008058,270.0
offline,172,0,97656.0,25.0,-0.391041,270.0
offline,173,0,97656.0,25.0,-0.9859641,270.0
offline,174,0,97656.0,25.0,-1.297436,270.0
offline,175,0,97656.0,25.0,-0.8783501,270.0
offline,176,0,97656.0,25.0,-0.6479489,270.0
offline,177,0,97656.0,25.0,0.2016303,270.0
offline,178,0,97656.0,25.0,-1.222715,270.0
offline,179,0,97656.0,25.0,-0.9754427,270.0
offline,180,0,97656.0,25.0,-0.368669,270.0
offline,181,0,97656.0,25.0,-0.04578983,270.0
offline,182,0,97656.0,25.0,0.3301519,270.0
offline,183,0,97656.0,25.0,-0.09896313,270.0
offline,184,0,97656.0,25.0,-0.346051,270.0
offline,185,0,97656.0,25.0,-0.2890875,270.0
offline,186,0,97656.0,25.0,-1.18314,270.0
offline,187,0,97656.0,25.0,-0.8990361,270.0
offline,188,0,97656.0,25.0,-0.8379624,270.0
offline,189,0,97656.0,25.0,-0.5979874,270.0
offline,190,0,97656.0,25.0,-0.1764157,270.0
offline,191,0,97656.0,25.0,-0.2040545,270.0
offline,192,0,97656.0,25.0,-0.1768095,270.0
offline,193,0,97656.0,25.0,-1.157015,270.0
offline,194,0,97656.0,25.0,-0.6531911,270.0
offline,195,0,97656.0,25.0,0.05877243,270.0
offline,196,0,97656.0,25.0,-0.2310042,270.0
offline,197,0,97656.0,25.0,0.01422549,270.0
offline,198,0,97656.0,25.0,0.05021991,270.0
offline,199,0,97656.0,25.0,-1.005764,270.0
offline,200,0,97656.0,25.0,-0.894003,270.0
offline,201,0,97656.0,25.0,0.6321851,270.0
offline,202,0,97656.0,25.0,-0.05245956,270.0
offline,203,0,97656.0,25.0,-1.328828,270.0
offline,204,0,97656.0,25.0,-0.6299947,270.0
offline,205,0,97656.0,25.0,0.1798737,270.0
offline,206,0,97656.0,25.0,0.8120219,270.0
offline,207,0,97656.0,25.0,0.6595778,270.0
offline,208,0,97656.0,25.0,0.1744591,270.0
offline,209,0,97656.0,25.0,1.391674,270.0
offline,210,0,97656.0,25.0,-0.3658141,270.0
offline,211,0,97656.0,25.0,-0.7039894,270.0
offline,212,0,97656.0,25.0,-1.253197,270.0
offline,213,0,97656.0,25.0,-1.025072,270.0
offline,214,0,97656.0,25.0,-1.962404,270.0
offline,215,0,97656.0,25.0,0.5318192,270.0
offline,216,0,97656.0,25.0,0.97276,270.0
offline,217,0,97656.0,25.0,0.6803868,270.0
offline,218,0,97656.0,25.0,-1.051739,270.0
offline,219,0,97656.0,25.0,-1.120922,270.0
offline,220,0,97656.0,25.0,-1.105084,270.0
offline,221,0,97656.0,25.0,-0.7263982,270.0
offline,222,0,97656.0,25.0,-0.5741756,270.0
offline,223,0,97656.0,25.0,0.1148622,270.0
offline,224,0,97656.0,25.0,0.02299951,270.0
offline,225,0,97656.0,25.0,0.1200676,270.0
offline,226,0,97656.0,25.0,0.4967476,270.0
offline,227,0,97656.0,25.0,-0.07900314,270.0
offline,228,0,97656.0,25.0,-0.006522066,270.0
offline,229,0,97656.0,25.0,1.672947,270.0
offline,230,0,97656.0,25.0,1.423693,270.0
offline,231,0,97656.0,25.0,0.261338,270.0
offline,232,0,97656.0,25.0,-1.406687,270.0
offline,233,0,97656.0,25.0,-0.4176707,270.0
offline,234,0,97656.0,25.0,0.2949943,270.0
offline,235,0,97656.0,25.0,-0.07608667,270.0
offline,236,0,97656.0,25.0,-0.4836297,270.0
offline,237,0,97656.0,25.0,-1.595753,270.0
offline,238,0,97656.0,25.0,-1.193366,270.0
offline,239,0,97656.0,25.0,-0.8859058,270.0
offline,240,0,97656.0,25.0,-0.2637499,270.0
offline,241,0,97656.0,25.0,0.4421346,270.0
offline,242,0,97656.0,25.0,0.03098597,270.0
offline,243,0,97656.0,25.0,1.010367,270.0
offline,244,0,97656.0,25.0,1.00094,270.0
offline,245,0,97656.0,25.0,0.184956,270.0
offline,246,0,97656.0,25.0,-0.04875552,270.0
offline,247,0,97656.0,25.0,0.1306874,270.0
offline,248,0,97656.0,25.0,0.01464389,270.0
offline,249,0,97656.0,25.0,0.1878232,270.0
offline,250,0,97656.0,25.0,-0.9397436,270.0
offline,251,0,97656.0,25.0,-1.265687,270.0
offline,252,0,97656.0,25.0,-1.083389,270.0
offline,253,0,97656.0,25.0,-0.8682839,270.0
offline,254,0,97656.0,25.0,-0.9517171,270.0
offline,255,0,97656.0,25.0,-0.1723918,270.0
offline,256,0,97656.0,25.0,0.1794553,270.0
offline,257,0,97656.0,25.0,0.104956,270.0
offline,258,0,97656.0,25.0,0.5889795,270.0
offline,259,0,97656.0,25.0,0.5488504,270.0
offline,260,0,97656.0,25.0,1.007487,270.0
offline,261,0,97656.0,25.0,0.4243897,270.0
offline,262,0,97656.0,25.0,0.3806056,270.0
offline,263,0,97656.0,25.0,1.329357,270.0
offline,264,0,97656.0,25.0,0.2856911,270.0
offline,265,0,97656.0,25.0,0.2368987,270.0
offline,266,0,97656.0,25.0,0.8903113,270.0
offline,267,0,97656.0,25.0,0.003076446,270.0
offline,268,0,97656.0,25.0,-0.3067217,270.0
offline,269,0,97656.0,25.0,0.3843712,270.0
offline,270,0,97656.0,25.0,-1.394799,270.0
offline,271,0,97656.0,25.0,-1.577146,270.0
offline,272,0,97656.0,25.0,-0.57105,270.0
offline,273,0,97656.0,25.0,-0.5661892,270.0
offline,274,0,97656.0,25.0,-1.440564,270.0
offline,275,0,97656.0,25.0,0.2923732,270.0
offline,276,0,97656.0,25.0,0.5167814,270.0
offline,277,0,97656.0,25.0,0.5655739,270.0
offline,278,0,97656.0,25.0,1.274104,270.0
offline,279,0,97656.0,25.0,0.006829711,270.0
offline,280,0,97656.0,25.0,-0.05495764,270.0
offline,281,0,97656.0,25.0,0.1979755,270.0
offline,282,0,97656.0,25.0,1.837118,270.0
offline,283,0,97656.0,25.0,1.756995,270.0
offline,284,0,97656.0,25.0,-0.2336376,270.0
offline,285,0,97656.0,25.0,-1.211062,270.0
offline,286,0,97656.0,25.0,-2.107735,270.0
offline,287,0,97656.0,25.0,-0.6790702,270.0
offline,288,0,97656.0,25.0,0.1471895,270.0
offline,289,0,97656.0,25.0,-0.919193,270.0
offline,290,0,97656.0,25.0,-0.4396365,270.0
offline,291,0,97656.0,25.0,-0.8001837,270.0
offline,292,0,97656.0,25.0,-1.836995,270.0
offline,293,0,97656.0,25.0,-0.1368526,270.0
offline,294,0,97656.0,25.0,-0.9815956,270.0
offline,295,0,97656.0,25.0,1.149213,270.0
offline,296,0,97656.0,25.0,1.159377,270.0
offline,297,0,97656.0,25.0,0.2439376,270.0
offline,298,0,97656.0,25.0,-0.8936954,270.0
offline,299,0,97656.0,25.0,-1.57044,270.0
offline,300,0,97656.0,25.0,-0.9970886,270.0
offline,301,0,97656.0,25.0,0.6870689,270.0
offline,302,0,97656.0,25.0,1.026376,270.0
offline,303,0,97656.0,25.0,0.4683213,270.0
offline,304,0,97656.0,25.0,-0.05834173,270.0
offline,305,0,97656.0,25.0,-0.8086378,270.0
offline,306,0,97656.0,25.0,-1.179497,270.0
offline,307,0,97656.0,25.0,0.3143267,270.0
offline,308,0,97656.0,25.0,1.799241,270.0
offline,309,0,97656.0,25.0,1.121611,270.0
offline,310,0,97656.0,25.0,0.4055741,270.0
offline,311,0,97656.0,25.0,-0.6200885,270.0
offline,312,0,97656.0,25.0,-1.125586,270.0
offline,313,0,97656.0,25.0,-1.686705,270.0
offline,314,0,97656.0,25.0,1.345699,270.0
offline,315,0,97656.0,25.0,1.747298,270.0
offline,316,0,97656.0,25.0,0.9241768,270.0
offline,317,0,97656.0,25.0,0.01304413,270.0
offline,318,0,97656.0,25.0,-0.006214421,270.0
offline,319,0,97656.0,25.0,-0.0720996,270.0
offline,320,0,97656.0,25.0,-0.2365172,270.0
offline,321,0,97656.0,25.0,1.023866,270.0
offline,322,0,97656.0,25.0,1.30285,270.0
offline,323,0,97656.0,25.0,0.5166708,270.0
offline,324,0,97656.0,25.0,-1.101626,270.0
offline,325,0,97656.0,25.0,0.2864787,270.0
offline,326,0,97656.0,25.0,-0.128657,270.0
offline,327,0,97656.0,25.0,-0.5686504,270.0
offline,328,0,97656.0,25.0,-0.3672662,270.0
offline,329,0,97656.0,25.0,-0.3780214,270.0
offline,330,0,97656.0,25.0,0.06590979,270.0
offline,331,0,97656.0,25.0,1.521733,270.0
offline,332,0,97656.0,25.0,0.2879185,270.0
offline,333,0,97656.0,25.0,0.1470049,270.0
offline,334,0,97656.0,25.0,-0.4442881,270.0
offline,335,0,97656.0,25.0,-1.450077,270.0
offline,336,0,97656.0,25.0,-0.319815,270.0
offline,337,0,97656.0,25.0,-0.3451404,270.0
offline,338,0,97656.0,25.0,0.6515544,270.0
offline,339,0,97656.0,25.0,-0.1350683,270.0
offline,340,0,97656.0,25.0,-1.488729,270.0
offline,341,0,97656.0,25.0,-0.7010114,270.0
offline,342,0,97656.0,25.0,0.4074076,270.0
offline,343,0,97656.0,25.0,-1.368477,270.0
offline,344,0,97656.0,25.0,-0.643851,270.0
offline,345,0,97656.0,25.0,-1.260986,270.0
offline,346,0,97656.0,25.0,-1.652101,270.0
offline,347,0,97656.0,25.0,-0.9763165,270.0
offline,348,0,97656.0,25.0,0.02774955,270.0
offline,349,0,97656.0,25.0,0.3890966,270.0
offline,350,0,97656.0,25.0,-0.461307,270.0
offline,351,0,97656.0,25.0,0.3221286,270.0
offline,352,0,97656.0,25.0,0.3946096,270.0
offline,353,0,97656.0,25.0,-0.4836912,270.0
offline,354,0,97656.0,25.0,1.822105,270.0
offline,355,0,97656.0,25.0,1.759678,270.0
offline,356,0,97656.0,25.0,1.13244,270.0
offline,357,0,97656.0,25.0,0.6187718,270.0
offline,358,0,97656.0,25.0,-0.858587,270.0
offline,359,0,97656.0,25.0,0.1897306,270.0
offline,360,0,97656.0,25.0,1.095879,270.0
offline,361,0,97656.0,25.0,1.275544,270.0
offline,362,0,97656.0,25.0,1.381903,270.0
offline,363,0,97656.0,25.0,-0.4918622,270.0
offline,364,0,97656.0,25.0,-0.7549108,270.0
offline,365,0,97656.0,25.0,-1.574008,270.0
offline,366,0,97656.0,25.0,-1.344112,270.0
offline,367,0,97656.0,25.0,-1.525634,270.0
offline,368,0,97656.0,25.0,0.3072632,270.0
offline,369,0,97656.0,25.0,0.3986582,270.0
offline,370,0,97656.0,25.0,0.365248,270.0
offline,371,0,97656.0,25.0,-0.07715727,270.0
offline,372,0,97656.0,25.0,-1.051123,270.0
offline,373,0,97656.0,25.0,0.9620048,270.0
offline,374,0,97656.0,25.0,0.6349047,270.0
offline,375,0,97656.0,25.0,1.622235,270.0
offline,376,0,97656.0,25.0,0.5294318,270.0
offline,377,0,97656.0,25.0,0.8836662,270.0
offline,378,0,97656.0,25.0,-0.6699885,270.0
offline,379,0,97656.0,25.0,-0.9792206,270.0
offline,380,0,97656.0,25.0,-0.727518,270.0
offline,381,0,97656.0,25.0,-0.642399,270.0
offline,382,0,97656.0,25.0,0.02985384,270.0
offline,383,0,97656.0,25.0,-0.4906809,270.0
offline,384,0,97656.0,25.0,-1.374605,270.0
offline,385,0,97656.0,25.0,-1.315858,270.0
offline,386,0,97656.0,25.0,-2.163517,270.0
offline,387,0,97656.0,25.0,-1.376956,270.0
offline,388,0,97656.0,25.0,-0.2620763,270.0
offline,389,0,97656.0,25.0,-1.138076,270.0
offline,390,0,97656.0,25.0,-0.5765629,270.0
offline,391,0,97656.0,25.0,0.8339262,270.0
offline,392,0,97656.0,25.0,1.663927,270.0
offline,393,0,97656.0,25.0,0.817301,270.0
offline,394,0,97656.0,25.0,0.6248263,270.0
offline,395,0,97656.0,25.0,1.043408,270.0
offline,396,0,97656.0,25.0,0.5451832,270.0
offline,397,0,97656.0,25.0,0.2501397,270.0
offline,398,0,97656.0,25.0,1.095621,270.0
offline,399,0,97656.0,25.0,0.3499642,270.0
offline,400,0,97656.0,25.0,0.1640484,270.0
offline,401,0,97656.0,25.0,-1.640386,270.0
offline,402,0,97656.0,25.0,-1.031151,270.0
offline,403,0,97656.0,25.0,0.1050914,270.0
offline,404,0,97656.0,25.0,-0.234979,270.0
offline,405,0,97656.0,25.0,-0.4808978,270.0
offline,406,0,97656.0,25.0,-0.3314686,270.0
offline,407,0,97656.0,25.0,-0.2634422,270.0
offline,408,0,97656.0,25.0,0.2169387,270.0
offline,409,0,97656.0,25.0,1.315525,270.0
offline,410,0,97656.0,25.0,1.294667,270.0
offline,411,0,97656.0,25.0,1.240276,270.0
offline,412,0,97656.0,25.0,-1.38082,270.0
offline,413,0,97656.0,25.0,-1.529006,270.0
offline,414,0,97656.0,25.0,-0.8424048,270.0
offline,415,0,97656.0,25.0,0.08003683,270.0
offline,416,0,97656.0,25.0,0.1448391,270.0
offline,417,0,97656.0,25.0,0.3249343,270.0
offline,418,0,97656.0,25.0,0.1792707,270.0
offline,419,0,97656.0,25.0,-0.2713672,270.0
offline,420,0,97656.0,25.0,0.5001933,270.0
offline,421,0,97656.0,25.0,1.624438,270.0
offline,422,0,97656.0,25.0,0.4941757,270.0
offline,423,0,97656.0,25.0,-0.492416,270.0
offline,424,0,97656.0,25.0,0.342753,270.0
offline,425,0,97656.0,25.0,-1.005973,270.0
offline,426,0,97656.0,25.0,0.5187135,270.0
offline,427,0,97656.0,25.0,0.3423592,270.0
offline,428,0,97656.0,25.0,0.592499,270.0
offline,429,0,97656.0,25.0,-0.3235929,270.0
offline,430,0,97656.0,25.0,-0.9599497,270.0
offline,431,0,97656.0,25.0,-0.5488996,270.0
offline,432,0,97656.0,25.0,-1.284601,270.0
offline,433,0,97656.0,25.0,-0.1555082,270.0
offline,434,0,97656.0,25.0,0.7800269,270.0
offline,435,0,97656.0,25.0,1.00286,270.0
offline,436,0,97656.0,25.0,-0.04097827,270.0
offline,437,0,97656.0,25.0,-0.055093,270.0
offline,438,0,97656.0,25.0,-0.3916809,270.0
offline,439,0,97656.0,25.0,-0.7319973,270.0
offline,440,0,97656.0,25.0,0.6311391,270.0
offline,441,0,97656.0,25.0,1.147231,270.0
offline,442,0,97656.0,25.0,-0.07790793,270.0
offline,443,0,97656.0,25.0,0.4545019,270.0
offline,444,0,97656.0,25.0,0.6185134,270.0
offline,445,0,97656.0,25.0,0.6844109,270.0
offline,446,0,97656.0,25.0,0.3736898,270.0
offline,447,0,97656.0,25.0,-0.6214668,270.0
offline,448,0,97656.0,25.0,0.6948585,270.0
offline,449,0,97656.0,25.0,-0.4611716,270.0
offline,450,0,97656.0,25.0,-0.6155723,270.0
offline,451,0,97656.0,25.0,-2.313537,270.0
offline,452,0,97656.0,25.0,-2.158336,270.0
offline,453,0,97656.0,25.0,-1.830732,270.0
offline,454,0,97656.0,25.0,-1.103472,270.0
offline,455,0,97656.0,25.0,-0.9501297,270.0
offline,456,0,97656.0,25.0,-0.3631806,270.0
offline,457,0,97656.0,25.0,-1.402417,270.0
offline,458,0,97656.0,25.0,0.01031225,270.0
offline,459,0,97656.0,25.0,0.2113642,270.0
offline,460,0,97656.0,25.0,-0.5457493,270.0
offline,461,0,97656.0,25.0,0.8938676,270.0
offline,462,0,97656.0,25.0,0.526663,270.0
offline,463,0,97656.0,25.0,0.03398858,270.0
offline,464,0,97656.0,25.0,-0.6123852,270.0
offline,465,0,97656.0,25.0,0.9265271,270.0
offline,466,0,97656.0,25.0,0.5377998,270.0
offline,467,0,97656.0,25.0,-0.2222671,270.0
offline,468,0,97656.0,25.0,-0.4289797,270.0
offline,469,0,97656.0,25.0,-0.6324928,270.0
offline,470,0,97656.0,25.0,-0.1365573,270.0
offline,471,0,97656.0,25.0,0.1593353,270.0
offline,472,0,97656.0,25.0,-0.5089427,270.0
offline,473,0,97656.0,25.0,0.3376215,270.0
offline,474,0,97656.0,25.0,0.7841246,270.0
offline,475,0,97656.0,25.0,0.1813873,270.0
offline,476,0,97656.0,25.0,1.19312,270.0
offline,477,0,97656.0,25.0,0.3371047,270.0
offline,478,0,97656.0,25.0,-0.8842691,270.0
offline,479,0,97656.0,25.0,-0.3681891,270.0
offline,480,0,97656.0,25.0,-0.7294254,270.0
offline,481,0,97656.0,25.0,-0.1410735,270.0
offline,482,0,97656.0,25.0,-0.743331,270.0
offline,483,0,97656.0,25.0,-0.3120132,270.0
offline,484,0,97656.0,25.0,1.266265,270.0
offline,485,0,97656.0,25.0,1.087228,270.0
offline,486,0,97656.0,25.0,0.6476658,270.0
offline,487,0,97656.0,25.0,-0.9789498,270.0
offline,488,0,97656.0,25.0,0.6051986,270.0
offline,489,0,97656.0,25.0,0.2690414,270.0
offline,490,0,97656.0,25.0,-1.752504,270.0
offline,491,0,97656.0,25.0,-1.818955,270.0
offline,492,0,97656.0,25.0,-1.034264,270.0
offline,493,0,97656.0,25.0,-0.08166119,270.0
offline,494,0,97656.0,25.0,-0.5644787,270.0
offline,495,0,97656.0,25.0,0.03379169,270.0
offline,496,0,97656.0,25.0,0.6726835,270.0
offline,497,0,97656.0,25.0,0.2623101,270.0
offline,498,0,97656.0,25.0,-0.8770949,270.0
offline,499,0,97656.0,25.0,0.1315735,270.0
offline,500,0,97656.0,25.0,-0.5131759,270.0
offline,501,0,97656.0,25.0,-0.702525,270.0
offline,502,0,97656.0,25.0,-0.4340743,270.0
offline,503,0,97656.0,25.0,-2.572315,270.0
offline,504,0,97656.0,25.0,-0.9244475,270.0
offline,505,0,97656.0,25.0,-0.4934374,270.0
offline,506,0,97656.0,25.0,0.1078848,270.0
offline,507,0,97656.0,25.0,-0.7649276,270.0
offline,508,0,97656.0,25.0,0.1551267,270.0
offline,509,0,97656.0,25.0,1.275864,270.0
offline,510,0,97656.0,25.0,-0.9624724,270.0
offline,511,0,97656.0,25.0,-0.004085521,270.0
offline,512,0,97656.0,25.0,-0.08249799,270.0
offline,513,0,97656.0,25.0,-1.169308,270.0
offline,514,0,97656.0,25.0,-1.71187,270.0
offline,515,0,97656.0,25.0,-0.4316747,270.0
offline,516,0,97656.0,25.0,-0.9768948,270.0
offline,517,0,97656.0,25.0,-1.227637,270.0
offline,518,0,97656.0,25.0,-0.5983442,270.0
offline,519,0,97656.0,25.0,-0.287094,270.0
offline,520,0,97656.0,25.0,-0.0697615,270.0
offline,521,0,97656.0,25.0,0.9814971,270.0
offline,522,0,97656.0,25.0,1.167979,270.0
offline,523,0,97656.0,25.0,0.3405872,270.0
offline,524,0,97656.0,25.0,0.2472971,270.0
offline,525,0,97656.0,25.0,0.1127948,270.0
offline,526,0,97656.0,25.0,1.180777,270.0
offline,527,0,97656.0,25.0,-0.3475031,270.0
offline,528,0,97656.0,25.0,1.196012,270.0
offline,529,0,97656.0,25.0,-0.6148709,270.0
offline,530,0,97656.0,25.0,-0.6981934,270.0
offline,531,0,97656.0,25.0,-0.6112161,270.0
